artist,author,gernes,heart,name,star,view,words
None,Phantom Of The Moonlit Night,"Action,Adventure,Comedy,Fantasy,Harem,Seinen,Slice of Life", 132 ,Running Away From The Hero! (Remake),5,4071,6986
Shizuma Yoshinori (しずまよしのり),Shuu (秋),"Action,Adventure,Comedy,Fantasy,Harem,Romance,School Life,Adapted to Anime,Adapted to Manga,Magic,Mystery,Shounen,Drama,Web Novel", 6651 ,"Maou Gakuin no Futekigousha ~Shijou Saikyou no Maou no Shiso, Tensei shite Shison tachi no Gakkou e Kayou~",4.8,5978437,636903
Fuumi,Itsuki Mizuho,"Adventure,Comedy,Fantasy,Slice of Life,Supernatural", 130 ,The Novice Alchemist's Store,5,7644,30539
Macchi | 마끼,이윤아,"Drama,Fantasy,Josei,Korean Novel,Mature,Romance", 51 ,Lời Cầu Hôn Của Bạo Chúa,4.6,10419,43480
sime,cadet,"Action,Drama,Fantasy,Romance,School Life,Seinen,Web Novel", 1832 ,"Ori of the Dragon Chain - ""Heart"" in the mind",4.8,358243,85317
Shirotaka,Rifujin na Magonote,"Action,Adventure,Fantasy,Harem,Isekai,Web Novel,Adapted to Anime,Adapted to Drama CD,Adapted to Manga,Comedy,Ecchi,Magic,Mature,Romance,Drama", 7051 ,Mushoku Tensei - Isekai Ittara Honki Dasu,4.9,12107698,1436669
Poko,Takehaya,"Action,Adventure,Comedy,Harem,Mecha,Slice of Life,Fantasy,Romance,Science Fiction,Supernatural,Mystery,School Life,Super Power,Magic,Adapted to Anime,Adapted to Drama CD,Adapted to Manga", 2664 ,Rokujouma no Shinryakusha!?,4.9,2105928,2324415
Moran,리샤,"Adventure,Comedy,Fantasy,Korean Novel,Psychological,Romance,Shoujo,Web Novel", 209 ,The baby raising a devil,4.9,33291,48322
Ryutetsu,Anikki Burazza,"Action,Adventure,Comedy,Fantasy,Harem,Martial Arts,Romance,School Life,Shounen", 4479 ,Breakthrough with the Forbidden Master,4.9,3170603,398108
None,Nekoko,"Action,Adventure,Comedy,Fantasy,Slice of Life,Supernatural,Isekai,Drama,Suspense", 3639 ,Tensei shitara doragon no tamago datta ~ saikyō igai mezasane ~e ~,4.9,2884910,628000
crescendo,살오른 곱등이,"Korean Novel,Magic,Reverse Harem,Romance,School Life,Shoujo,Web Novel", 598 ,Tôi Không Muốn Làm Bà Mối,4.9,358950,179894
たん旦; Tantan,氷高悠 ; Yuu Hidaka,"Comedy,Romance,School Life", 4710 ,My Plain-looking Fiancee is Secretly Sweet with me,4.9,1113046,137991
Azure,Shiraishi Jougi,"Fantasy,One shot,Slice of Life", 79 ,Riviere to inori no kuni,4.4,6322,7026
Naenae,Sangatsu Midori,"Comedy,Ecchi,Harem,Romance,School Life,Shounen", 1142 ,Love Comedy no Kami-sama na no ni Ore no Love Comedy wo Jama suru no?,4.9,90383,45465
None,Shinsyong,"Action,Adventure,Fantasy,Game,Korean Novel,Shounen,Supernatural,Web Novel", 572 ,Góc nhìn của Độc giả Toàn tri,5,122164,358050
Gin,Nahuse,"Action,Adventure,Fantasy,Mecha,Mystery,Science Fiction,Seinen,Supernatural", 340 ,Rebuild World,4.9,25740,83592
None,Suzuki Osamu,"One shot,Romance,Slice of Life,Tragedy", 19 ,Nếu Như Ta Có Thể Vẽ Nên Được Sinh Mệnh,4.2,1376,6790
지나가던 사람,랏슈,"Drama,Fantasy,Korean Novel,Romance,Shoujo,Slice of Life,Web Novel", 241 ,Khi đứa con gái hoang của Bá tước kết hôn,4.8,34656,55300
료,박미나,"Comedy,Korean Novel,Romance,Shoujo,Web Novel", 8 ,"Đến đây, bạo chúa",5,1348,2555
Yappen,Makishima Suzuki,"Action,Adventure,Comedy,Fantasy,Slice of Life,Adapted to Manga,Supernatural", 347 ,"Welcome to Japan, Elf-san!",5,25947,112753
Konomi,Kuou Haruki,"Comedy,Game,School Life,Psychological,Romance,Science Fiction", 2280 ,Liar Liar,4.9,586011,458503
Takamine Nadare,Mishima Yomu,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Magic,Mecha,Military,Science Fiction,Shounen,Super Power,Web Novel,Adapted to Manga", 3233 ,Ta là chúa tể độc ác của Đế Quốc liên thiên hà!,4.9,956546,336981
Fuumi,Togai Aoi,"Comedy,Romance,School Life", 3068 ,100 điều em không biết về senpai,4.9,446020,127631
Kagawa Ichigo,Takamine Kakeru,"Comedy,Romance,School Life,Slice of Life", 719 ,Cách để khiến trái tim của Nữ Hoàng Băng Giá tan chảy,5,23092,29037
Poligon,Kurashiki Kon,"Comedy,Ecchi,Romance", 787 ,"Futokou no Osananajimi ga Gakkou ni Iku Jouken wa, Mainichi Ore to Kiss Suru Kotodatta",4.9,23476,12650
Shiina You,Kazuki Miya,"Fantasy,Isekai,Slice of Life,Adventure,Drama,Historical,Adapted to Anime,Adapted to Manga", 475 ,Honzuki no Gekokujou,4.8,205332,266357
Yukimaru,Sasaki Kazu,"Comedy,Ecchi,Harem,Mature,Romance,School Life,Web Novel,Adult", 1601 ,"Xin lỗi vì nẫng tay trên trước, nhưng tôi quyết định sẽ tận hưởng cuộc sống thật dâm đãng",4.9,306470,67770
Tomari,Mikawa Ghost,"Adapted to Manga,Comedy,Drama,Harem,Romance,School Life,Slice of Life", 183 ,Nhỏ em thằng bạn chỉ phiền toái với mình tôi,5,2595,4533
Chisato Naruse,Tsuyoshi Fujitaka,"Action,Adventure,Comedy,Ecchi,Fantasy,Isekai,Romance,Shounen", 66 ,"Sokushi Cheat ga Saikyou Sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga (LN)",5,1908,16460
マッパニナッタ - Mappa ni Natta,くさもち - Kusamochi,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Martial Arts,Romance,Shounen,Web Novel", 684 ,"Power Harassment Seijo no Osananajimi to Zetsuen Shitara, Nanimokamo ga Umaku Iku You ni Natte Saikyou no Bouken-sha ni Natta ~ Tsuideni Yasashikute Kawaii Yome mo Takusan Dekita ~",4.9,33211,15364
Kaga Chisaku,Nyouro Kesseki,"Comedy,Romance,School Life", 1141 ,"Nhỏ Gyaru lẽ ra tỏ tình với người u ám như tôi chỉ vì trò chơi trừng phạt, nhưng dù có nhìn kiểu gì thì cổ cũng yêu tôi mà!",4.9,37363,17730
Canarinu (キャナリーヌ),Uchikawa Hiroko (内河弘児),"Comedy,Fantasy,Romance,Slice of Life,Web Novel,Isekai,Otome Game,Magic,Adapted to Manga", 1435 ,Akuyaku Reijou no Ani ni Tensei Shimashita,4.9,598075,270196
Ochau (おちゃう),Toudai (灯台),"Adventure,Comedy,Fantasy,Harem,Isekai,Romance,Slice of Life", 518 ,"I Was Caught up in a Hero Summoning, but That World Is at Peace",5,17120,11204
Suya Maromi,Nora Usagi,"Drama,Psychological,Romance,School Life", 897 ,"No One Believed Me. If You Say You Believe Me Now, It’s Too Late",4.9,39787,21328
Omoomomo,Nekokuro,"Comedy,Harem,Romance,School Life,Slice of Life", 848 ,"I, a Lonely Otaku Was Surrounded by Some of the Most Beautiful Girls on Campus and Was Called Riajuu Before I Knew It",4.7,64684,32463
Giuniu,Nozomi Kota,"Comedy,Drama,Ecchi,Romance,Seinen,Slice of Life", 662 ,Musume Janakute Mama ga Sukinano!?,4.9,51917,41256
Takeshima Satoshi,Odou Akihiko,"Action,Comedy,Mystery,Romance,Supernatural,Tragedy", 162 ,Tiệm Đồ Cổ Tsukumodo: Ở đây chúng tôi bán những điều bí ẩn,4.9,13112,254340
Peachberry,Han Mint,"Fantasy,Josei,Mature,Romance,Tragedy,Korean Novel", 129 ,Ác nữ sống hai lần,4.5,37496,97893
None,Satomura Shion,"Drama,Psychological,Romance,School Life,Web Novel,Harem", 748 ,"Thứ duy nhất có thể chạm vào con người đã vụn vỡ này, là bàn tay em",4.8,89443,27184
Fame,Isshiki Ichika,"Action,Adventure,Drama,Fantasy,Harem,Mystery,Psychological,Romance,Seinen,Supernatural,Adapted to Manga,Web Novel,Magic,Super Power", 2693 ,Boushoku no Berserk ~ Ore dake Level to Iu Gainen wo Toppa Suru ~,4.9,464364,228338
Artumph - 乾 和 音,Ayano - 絢 乃,"Adapted to Manga,Adult,Ecchi,Harem,Isekai,Web Novel", 1564 ,Isekai Yurutto Survival Seikatsu ~Gakkou no Minna to Isekai no Mujintou ni Ten-i Shita Kedo Ore Dake Rakushou Desu~,4.8,372592,124162
Narumi Nanami; Mosukonbu,Amano Seiju,"Comedy,Romance,School Life,Adapted to Manga", 4535 ,Kurasu no daikirai na joshi to kekkon suru koto ni natta.,4.9,648989,185911
Satoshi Takeshima,Odou Akihiko,"Fantasy,Supernatural,Romance,Super Power,Suspense", 64 ,"Tsukumodou Kottouten - ""Fushigi"" Toriatsukaimasu",5,18535,48981
n/a,Makoto Shinkai,"Drama,Slice of Life,Romance", 183 ,Byousoku 5 Centimeter,5,122109,38616
Komine,Suzumu,"Horror,Supernatural", 83 ,Shuuen no Shiori,5,35693,41038
None,Mikage Eiji,"Drama,School Life", 44 ,Kamisu Reina,5,11767,13652
Ruroo,Reiji Kaitou,"Action,Fantasy,School Life,Romance", 166 ,Kikou Shoujo wa Kizutsukanai,5,38534,99432
Suzuhito Yasuda,Ryohgo Narita,"Action,Drama,Supernatural,Romance,Comedy,Mystery,School Life", 59 ,Durarara!!,3.4,30531,79947
"Chihiro Aikura, Takashi Takeuchi",Kinoko Nasu,Drama, 111 ,Tsuki No Sango,5,28498,15357
Abe Yoshitoshi,Ninomae Hajime,"Horror,Supernatural", 92 ,Phenomeno,4.9,35222,59559
Haimura Kiyotaka,Kamachi Kazuma,"Action,Comedy,Fantasy,Science Fiction,Romance", 580 ,Toaru Majutsu no Index,4.9,716474,1898365
Itou Noizi,Tanigawa Nagaru,"Comedy,Science Fiction,Romance", 40 ,Suzumiya Haruhi,5,27903,52286
VOFAN,NisiOisiN,"Comedy,Drama,Harem,School Life,Supernatural,Romance", 304 ,Monogatari Series,4.8,252300,675415
Buriki,Hirasaka Yomi,"Comedy,Harem,School Life,Romance", 420 ,Boku wa Tomodachi ga Sukunai,5,196634,383212
Okiura,Yumizuru Izuru,"Action,Comedy,Harem,Mecha,School Life,Science Fiction,Romance,Ecchi", 406 ,Infinite Stratos,5,141976,381073
Takeoka Miho,Nomura Mizuki,"Drama,Mystery,School Life,Romance", 131 ,Bungaku Shoujo,5,142927,80003
G-Yuusuke,Mikumo Gakuto,"Fantasy,Mystery,Action,Drama,Supernatural", 112 ,Dantalian no Shoka,4.8,30130,59565
Houmitsu,Yorozuya Tadahito,"Adventure,Fantasy", 193 ,"Tabi ni Deyou, Horobiyuku Sekai no Hate Made",5,38080,81387
Tetsuo (415),Mikage Eiji,"Drama,Mystery,Romance", 746 ,Utsuro no Hako to Zero no Maria,4.8,151265,333710
Uruu Gekka,Suzuki Daisuke,"Comedy,Harem,Incest,School Life,Romance", 183 ,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne,5,53123,74943
イセ川ヤスタカ,ちんくるり,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Web Novel", 442 ,Using Gacha to Increase My Companions and to Create the Strongest Girls’ Army Corps,4.6,76232,29845
None,Nanasawa Matari,"Action,Fantasy,Mature,Web Novel", 237 ,Shinigami wo Tabeta Shoujo,4.9,61555,139428
Mahaya,Kamachi Kazuma,"Action,Comedy,Drama,Fantasy,Harem,Romance,Science Fiction,Shounen", 148 ,My Vampire Older Sister and Zombie Little Sister,4.5,15436,22258
None,九頭七尾,"Action,Comedy,Fantasy,One shot,Supernatural,Web Novel", 35 ,"Because My Toilet Turned Into a Dungeon, Taking Care of My Business Has Become too Difficult",4.8,17495,1995
None,Kataoka Naotaro,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Slice of Life,Tragedy,Web Novel", 353 ,Reincarnation into the Barrier Master,4.4,80403,21121
Eiri Shirai,Ao Jyumonji,"Action,Adventure,Drama,Fantasy,Romance,Tragedy", 383 ,Hai to Gensou no Grimgar,5,97169,97969
None,글쟁이S,"Action,Adult,Adventure,Fantasy", 59 ,Hunter of the Ruined World,5,13635,8056
Katsumi Enami,Junpei Inuzuka,"Adventure,Fantasy,Mystery,Slice of Life", 61 ,Isekai Shokudou,5,10826,9367
Lack,Ido Masayoshi,"Action,Adventure,Fantasy,Romance", 541 ,Yobidasareta Satsuriku-sha,3.8,95015,56631
Mitsuki Yano,Touwa Akatsuki,"Action,Adventure,Comedy,Fantasy,Harem,Mature,Romance,Ecchi", 435 ,"Commushou no Ore ga, Koushou Skill ni Zenfurishite Tenseishita Kekka",4.5,47120,7177
None,Kuro Inukami (黒犬神),"Adventure,Comedy,Fantasy,Harem,Shoujo,Shoujo ai,Web Novel", 171 ,Yuusha Ga Onna Da to Dame Desu Ka?,5,26614,5699
Sakana,Nyun,"Comedy,Fantasy,School Life", 436 ,"Isekai ni Tensei Shitandakedo Ore, Tensai tte Kanchigai Saretenai ?",4.5,94187,30631
None,Nam Hi-sung,"Action,Adventure,Comedy,Drama,Fantasy,School Life,Science Fiction,Romance", 1105 ,Legendary Moonlight Sculptor,4.9,2444314,2725961
UNKNOWN,とりまる,"Adventure,Ecchi,Fantasy,Gender Bender,Mature", 137 ,Elf-san with Master,4.3,22225,1646
None,Ikkuiku,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Mystery,Romance,Shounen", 144 ,Monster Musume Harem wo Tsukurou!,5,18876,10012
None,しっちぃ,"Shoujo ai,Slice of Life", 105 ,Me and my beloved cat (girlfriend),3.8,20335,9279
Manyako,Gakuto Mikumo,"Action,Comedy,Fantasy", 334 ,Strike the Blood,4.9,114408,385477
Gia,Sakamoto 666,"Action,Adventure,Drama,Fantasy,Horror,Mature,Psychological,Supernatural,Tragedy", 439 ,The Dungeon Seeker,4.7,88380,96614
Yoshizawa Megane,EKZ,"Action,Ecchi,Fantasy,Harem", 478 ,Himekishi ga classmate,5,75667,71065
Fuji Mitsuya,Katana,"Fantasy,Romance,Shoujo", 100 ,Watashi wa Teki ni Narimasen!,3.8,11348,4616
Unknown,Unknown,"Action,Adult,Comedy,Ecchi,Gender Bender,Mature,School Life", 201 ,I Awoke to Find I Was the Girl Swordsman That Protects My Cousin,4.9,41650,2746
Bun150,Akashi Kakkaku,"Action,Comedy,Fantasy,Harem,Romance,Shounen", 268 ,Bu ni Mi wo Sasagete Hyaku to Yonen. Elf de Yarinaosu Musha Shugyou,4.3,36413,34339
Youta,Namekojirushi,"Ecchi,Fantasy,Harem,Isekai,School Life,Shounen", 244 ,Ore to Kanojo ga Geboku de Dorei de Shuujuu Keiyaku,4.6,26960,23256
Hatsuko,"Kemu Voxx, Kimoto Masahiko","Drama,Mystery,Shounen", 158 ,Rokuchounen to Ichiya Monogatari,4.9,19640,5877
keepout,Takayama Liz,"Action,Comedy,Fantasy,Slice of Life", 459 ,Isekai yakkyoku,4.9,91864,59697
Mahaya,Nakanomura Ayasuke,"Action,Adventure,Fantasy,Harem,Romance,Supernatural", 195 ,Kanna no Kanna,2.8,26970,2558
Haruaki Fuyuno,Kei Sazane,"Action,Fantasy,Harem", 365 ,Sekai no Owari no Encore,4.7,62456,92600
Fukahire,Amano Seiju,"Action,Fantasy,School Life,Shoujo,Super Power,Web Novel", 267 ,10 sai no Saikyou Madoushi,4.7,38542,12583
中壱,Pai-chan,"Action,Adventure,Comedy,Fantasy,Romance", 160 ,"Bandit, Be Ambitious! To Accomplish Kingdom Revival!",5,15274,4968
癸 青龍,Tenkai 天界,"Adventure,Comedy,Fantasy,Gender Bender,Slice of Life,Web Novel", 119 ,Nigotta Hitomi no Lilianne,4.7,24313,13081
Misaki Kurehito,Maruto Fumiaki,"Comedy,Harem,Romance,Drama,Ecchi,School Life", 301 ,Saenai Kanojo no Sodatekata,5,95274,81204
None,Hondou Yuuki - 本堂ゆうき,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Shounen", 262 ,Young God Divine Armaments,3.7,31262,25937
None,Aska,"Adventure,Comedy,Fantasy,Slice of Life", 63 ,That One Time the Essay a Child Wrote over Summer Break was Way too Fantasy(Short Story),5,14908,5189
None,Lazy Cat Drawing,Comedy, 26 ,The Tale of the Death of a Cockroach (Oneshot),4.6,14619,1837
Kodama Yuu,Sorano Kazuki,"Comedy,Fantasy,Harem,Romance,School Life,Shounen,Slice of Life", 312 ,Chou! Isekai Gakkyuu!!,5,30225,12739
Saori Toyota,Takaya Kagami,"Action,Adventure,Fantasy,Shounen", 181 ,Dai Densetsu no Yuusha no Densetsu,5,56580,241143
None,Hondou Yuuki - 本堂ゆうき,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Shounen", 218 ,Young God Divine Armaments,5,27590,14462
Saori Toyota,Takaya Kagami,"Action,Adventure,Fantasy,Shounen", 123 ,Densetsu no Yuusha no Densetsu,4.3,29804,38255
Miyama-Zero,Ichiei Ishibumi,"Action,Comedy,Ecchi,Fantasy,Harem,School Life,Supernatural,Romance", 335 ,High School DxD,4.4,245494,928524
Nardack,Bingo Morihashi,"Drama,Romance", 237 ,Shinonome Yuuko,5,39571,62300
Ukai Saki,Kanzaki Shiden,"Action,Drama,Horror,Mystery,Science Fiction,Romance", 230 ,Black Bullet,4.3,52764,166725
Shino,Tsubaki Himana,"Drama,Fantasy,Science Fiction,Romance", 163 ,Clockwork Planet,5,33462,40130
Fukahire,Amano Seiju,"School Life,Adventure,Comedy,Fantasy,Web Novel", 165 ,10 Sai no Saikyou Madoushi,4.2,19432,2832
Takayaki,Shirakome Ryou (Chuuni Suki),"Action,Adventure,Comedy,Drama,Fantasy,Harem,Romance", 3276 ,Arifureta Shokugyou de Sekai Saikyou,4.9,3165329,517257
None,春野隠者,"Action,Adventure,Drama,Fantasy,Mature,Seinen,Web Novel", 102 ,GOBLIN KINGDOM,4.5,36052,14270
None,ナハァト,"Action,Harem,Romance,Super Power,Supernatural", 1383 ,"Sonomono, nochi ni...",4.6,501162,97039
None,Daystar,"Action,Adventure,Fantasy,Isekai,Web Novel", 100 ,Lv1 Skeleton,4.5,20655,8318
None,紙城境介,"Drama,Fantasy,Harem,Horror,Psychological,Romance,Web Novel", 222 ,"Do You Think You Can Run After Reincarnating, Nii-san?",4.2,34871,9757
Natsu Natsuna,Natsuki Aoi,"Fantasy,Shoujo,Adventure,Comedy,Slice of Life,Super Power,Shounen,Web Novel", 329 ,Tenseisha wa Cheat o Nozomanai,4.7,60434,135944
None,IDLE FISH GOES ASHORE,"Adventure,Fantasy,Harem,Web Novel,Action,Comedy,Mystery,Romance,School Life,Shounen,Supernatural", 309 ,NEET Receives a Dating Sim Game Leveling System,4.7,213881,95392
None,春野隠者,"Action,Adventure,Drama,Fantasy,Mature,Romance,Seinen,Web Novel", 130 ,Goblin Kingdom,4.9,34070,8790
Virginia Nitouhei,Natsukana Semikawa,"Adventure,Isekai,Shounen,Supernatural,Web Novel", 28 ,Isekai Izakaya Nobu!,0,9831,8528
Chise Kamoi,Nagomu Torii,"Action,Fantasy,Romance,School Life", 56 ,Kyoukai no Kanata,5,11405,5709
None,Kurokata/くろかた,"Action,Adventure,Comedy,Fantasy,Web Novel", 196 ,Chiyu Mahou no Machigatta Tsukaikata ~Senjou wo Kakeru Kaifuku Youin~,4.8,24602,11857
None,McEnroe,"Action,Adventure,Fantasy,Romance,Web Novel", 100 ,The book eating magician,4.5,20812,7312
Sanba Sou,Uno Bokuto,"Action,Adventure,Fantasy", 228 ,Nejimaki Seirei Senki - Tenkyou no Alderamin,4.6,38024,83040
himesuz,Gamei Hitsuji,"Action,Adventure,Fantasy,Harem,Romance,Shounen", 946 ,Isekai Mahou wa Okureteru!,4.8,273986,134353
Subachi ( すばち ),Miki Nazuna ( 三木なずな ),"Action,Adventure,Comedy,Fantasy,Harem,Mystery,Romance,Slice of Life,Supernatural,Web Novel", 283 ,"Although I Am Only Level 1, but with This Unique Skill, I Am the Strongest",4,38635,17068
None,HIRO,"Comedy,Drama,Harem,Romance,School Life,Shounen,Slice of Life,Web Novel", 73 ,Loner Harem Meister,5,9876,4174
None,富士田けやき,"Action,Drama,Mature,Psychological,Supernatural,Tragedy,Web Novel", 155 ,Tower of Karma,4.5,20089,11167
Kawaku,CK,"Comedy,Fantasy,Romance,School Life,Shounen,Slice of Life", 284 ,"Botsuraku Youtei Nanode, Kajishokunin wo Mezasu",4.9,64754,56009
Asakura Hayate,Akafuku Yamato,"Comedy,Ecchi,School Life,Harem", 678 ,Boku no Bungeibu ni Bitch ga Iru Nante Arienai (1-5),4.9,227578,296054
Ryo Ueda,Ukise Kasako,"Adventure,Comedy,Fantasy,Romance,School Life", 278 ,The Latest Game Is Too Amazing !,4.8,18801,19737
None,Takahashi An,"Action,Adventure,Comedy,Fantasy,Harem,Slice of Life,Web Novel", 335 ,Reincarnated as a Villager ~ Strongest Slow-life,5,31857,9884
Akira Ueda - 植田 亮,Miki Nazuna - 三木なずな,"Action,Adventure,Comedy,Fantasy,Harem,Romance,Shounen,Slice of Life", 762 ,Charging Magic with a Smile,4.8,215615,50408
None,Shu Masatake,"Action,Adventure,Comedy,Drama,Fantasy,Mature,Romance,Tragedy,Web Novel", 468 ,Mahou no Kuni no Madan,5,58886,69947
Farumaro,Yukidaruma,"Adventure,Comedy,Drama,Fantasy,Harem,Psychological,Romance,Slice of Life", 219 ,Hisshou Dungeon Unei Houhou,2.5,21451,8557
Enami Katsumi,Narita Ryohgo,"Action,Adventure,Comedy,Drama,Horror,Mature,Psychological,Romance,Supernatural,Adapted to Anime,Adapted to Manga,Adult", 50 ,Baccano!,5,9941,1547
None,Kazanami Shinogi,"Action,Adventure,Drama,Fantasy,Harem,Super Power,Suspense", 597 ,The New Gate,4.5,273352,222661
None,Riku Misora,"Action,Ecchi,Harem,School Life,Supernatural,Tragedy", 105 ,Ultimate anti-hero,4.8,18317,6284
Yukiwo (ユキヲ),Kasukabe Takeru (春日部タケル),"Comedy,Ecchi,Harem,Romance,School Life", 178 ,"Ore No Nounai Sentakushi Ga, Gakuen Lovecome O Zenryoku De Jama Shiteiru (Từ đoạn sau anime)",4.9,24940,50542
None,ONHU - 온후,"Action,Adventure,Fantasy,Mature,Supernatural", 69 ,THE KING OF THE BATTLEFIELD,5,11792,3317
None,Toika,"Action,Comedy,Fantasy,Harem,Isekai,Romance,Super Power", 62 ,Infinite Competitive Dungeon Society,5,18406,9780
Tsunako,Tachibana Koushi,"Comedy,Harem,School Life,Science Fiction,Romance,Action,Ecchi,Fantasy", 1146 ,Date A Live,4.9,878034,706851
Bun150,Akashi Kakkaku,"Action,Adventure,Comedy,Drama,Harem,Romance,School Life,Shounen", 247 ,Bu ni Mi wo Sasagete Hyaku to Yonen. Elf de Yarinaosu Musha Shugyou,5,34776,46701
None,Chwiryong,"Action,Adventure,Drama,Fantasy,Harem,Mystery,Psychological,Romance,Supernatural", 209 ,Breakers,4,30453,15031
None,Idle Fish Goes Ashore,"Adventure,Fantasy,Harem,Romance,School Life,Supernatural", 86 ,NEET Receives a Dating Sim Game Leveling System,5,18598,13683
None,로드워리어 (Road Warrior),"Action,Adventure,Fantasy,Mature,Mystery,Super Power,Tragedy", 199 ,Main Character Hides His Strength,5,44498,35940
None,Touzai Tasuke,"Adult,Ecchi,Mature,Supernatural,Incest,One shot", 599 ,"Triệu hồi succubus, em gái tôi xuất hiện!",5,80750,7132
None,YOSHIOKA TSUYOSHI,"Action,Adventure,Fantasy,Romance,School Life,Shounen", 349 ,Magi's grandson,4.9,36157,31947
Yukino Amagai,Kasa Sakaki,"Action,Adventure,Comedy,Ecchi,Gender Bender,Harem,Mature,Romance,School Life,Supernatural", 334 ,Adolescent Adam,4.1,84296,42899
Luna,Mishima Yomu,"Action,Adventure,Fantasy,Harem", 642 ,Dragoon,4.7,290092,83432
Sazanami Mio,Kon Hoshizaki,"Adventure,Fantasy,Harem,Isekai,Web Novel", 237 ,Netooku Otoko no Tanoshii Isekai Boueki,5,25381,17341
None,철종금 / Cheol Jonggeum,"Action,Adventure,Drama,Fantasy,Psychological,Supernatural,Isekai,Web Novel", 282 ,I am the Monarch,4.8,109637,34921
KeG,Kurokata;くろかた,"Action,Adventure,Comedy,Fantasy,Harem", 144 ,Chiyu Mahou no Machigatta Tsukaikata ~Senjou wo Kakeru Kaifuku Youin~,5,26213,24123
Fal Maro,Yukidaruma,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Harem,Isekai,Mature,Psychological,Romance,Slice of Life,Web Novel", 250 ,Hisshou Dungeon Unei Houhou,4.7,39882,34881
Zaza,Kenji Saitou,"Action,Fantasy,Romance,Supernatural", 236 ,99th vampire princess ~The last vampire~,4.8,21995,7532
Kumoya Yukio,"Dimsum, Sancha","Comedy,Romance,School Life,Shoujo,Supernatural", 79 ,Konyaku-sha ga Akuyaku de Komatte masu,5,10133,3668
"Ririnra, りりんら.",Roy,"Action,Fantasy,Romance,Shounen,Slice of Life,Web Novel", 124 ,KAMITACHI NI HIROWARETA OTOKO,4.8,27412,12694
None,Dokonjō Daikon,"Drama,Isekai,Josei,Tragedy,Otome Game", 90 ,"Otome Game ni Tensei Shita ga, Watashi wa Akuyaku ni Nari Sugita",4.9,24179,1980
Fal Maro (ファルまろ),Fujimiya Kazuki (藤宮カズキ),"Drama,Psychological,Romance,School Life,Science Fiction", 988 ,Boku to Kimi dake ni Seiya wa Konai,4.9,91772,49373
So-bin,Maruyama Kugane,"Action,Fantasy,Science Fiction", 3517 ,Overlord,4.9,6852623,1384888
None,Kaori Enomoto,"Action,Adventure,Comedy,Drama,Fantasy,Super Power,Web Novel", 309 ,"Yowai 5000-nen no Soushoku Dragon, Iware Naki Jaryuu Nintei ~Yada kono Ikenie, Hito no Hanashi o Kiite Kurenai~",4.3,54017,33613
None,桜 / Sakura,"Harem,Romance,School Life,Shoujo,Supernatural", 66 ,"Otsu gē no yūjin A desuga, hōki shite jibun no jinsei o ōka shimasu.",4.9,16171,3925
None,Parent Rows Calyx,"Adult,Adventure,Comedy,Ecchi,Fantasy,Harem,Mature,Romance,Seinen", 420 ,Neta Chara,4.2,42235,5509
None,Fujinohara Akihira,"Comedy,Fantasy,Shoujo,Tragedy", 156 ,Maria From Hell,4.6,29083,7245
Ochau (お ち ゃ う),Toudai (灯台),"Adventure,Comedy,Fantasy,Harem,Romance,Slice of Life", 352 ,"I Was Caught up in a Hero Summoning, but That World Is at Peace",4.6,54539,10373
Yamiigo,Kureha,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Slice of Life", 161 ,Fukusyu wo chikatta shironeko wa ryuuou no hiza no ue de damin wo musaboru,4.3,23378,14400
Sugano Tasuku,Blitz Kiva,"Action,Fantasy,Romance,Drama,Slice of Life,Harem", 250 ,Class Marugoto Jingai Tensei,4.5,34098,4027
None,Katsu,"Action,Adventure,Comedy,Fantasy,Isekai,Slice of Life", 450 ,Jikuu Mahou de Isekai to Chikyuu wo Ittarikitari,4.6,43087,14937
Ichiri,Tsukiyo Rui,"Adventure,Comedy,Ecchi,Fantasy,Slice of Life,Adapted to Manga,Isekai,Shounen", 584 ,Slime Tensei. Taikensha ga Youjo Elf ni Dakishimeraretemasu,4.7,59901,39067
None,Ezo Gingitsune えぞぎんぎつね,"Action,Adventure,Fantasy", 238 ,Koko wa Ore ni Makasete Saki ni Ike to Itte kara 10 Nen ga Tattara Densetsu ni Natteita,4.8,46897,10355
Korie Riko,Tsukasa,"Fantasy,Harem,Action,Adventure,Ecchi,Supernatural", 289 ,Unlimited Fafnir,5,97540,431945
None,Lee Sungjin (성진저),"Action,Adventure,Fantasy", 46 ,One Man Army,5,12560,6049
None,Watanabe Tsunehiko,"Adventure,Comedy,Fantasy,Romance,Slice of Life,Ecchi,Harem", 238 ,Risou no Himo Seikatsu,5,43186,73645
